date;hour;sub_rf_id;Pren
18.11.2020 0:00:00;15;41;0
18.11.2020 0:00:00;16;41;0
18.11.2020 0:00:00;17;41;0
18.11.2020 0:00:00;18;41;0
18.11.2020 0:00:00;19;41;0
18.11.2020 0:00:00;20;41;0
18.11.2020 0:00:00;21;41;0
18.11.2020 0:00:00;22;41;0
18.11.2020 0:00:00;23;41;0
18.11.2020 0:00:00;0;42;0
18.11.2020 0:00:00;1;42;0
18.11.2020 0:00:00;2;42;0
18.11.2020 0:00:00;3;42;0
18.11.2020 0:00:00;4;42;0
18.11.2020 0:00:00;5;42;0
18.11.2020 0:00:00;6;42;0
18.11.2020 0:00:00;7;42;0
18.11.2020 0:00:00;8;42;0
18.11.2020 0:00:00;9;42;0
18.11.2020 0:00:00;10;42;0
18.11.2020 0:00:00;11;42;0
18.11.2020 0:00:00;12;42;0
18.11.2020 0:00:00;13;42;0
18.11.2020 0:00:00;14;42;0
18.11.2020 0:00:00;15;42;0
18.11.2020 0:00:00;16;42;0
18.11.2020 0:00:00;17;42;0
18.11.2020 0:00:00;18;42;0
18.11.2020 0:00:00;19;42;0
18.11.2020 0:00:00;20;42;0
18.11.2020 0:00:00;21;42;0
18.11.2020 0:00:00;22;42;0
18.11.2020 0:00:00;23;42;0
18.11.2020 0:00:00;0;46;0
18.11.2020 0:00:00;1;46;0
18.11.2020 0:00:00;2;46;0
18.11.2020 0:00:00;3;46;0
18.11.2020 0:00:00;4;46;0
18.11.2020 0:00:00;5;46;0
18.11.2020 0:00:00;6;46;0
18.11.2020 0:00:00;7;46;0
18.11.2020 0:00:00;8;46;0
18.11.2020 0:00:00;9;46;0
18.11.2020 0:00:00;10;46;0
18.11.2020 0:00:00;11;46;0
18.11.2020 0:00:00;12;46;0
18.11.2020 0:00:00;13;46;0
18.11.2020 0:00:00;14;46;0
18.11.2020 0:00:00;15;46;0
18.11.2020 0:00:00;16;46;0
18.11.2020 0:00:00;17;46;0
18.11.2020 0:00:00;18;46;0
18.11.2020 0:00:00;19;46;0
18.11.2020 0:00:00;20;46;0
18.11.2020 0:00:00;21;46;0
18.11.2020 0:00:00;22;46;0
18.11.2020 0:00:00;23;46;0
18.11.2020 0:00:00;0;47;0
18.11.2020 0:00:00;1;47;0
18.11.2020 0:00:00;2;47;0
18.11.2020 0:00:00;3;47;0
18.11.2020 0:00:00;4;47;0
18.11.2020 0:00:00;5;47;0
18.11.2020 0:00:00;6;47;0
18.11.2020 0:00:00;7;47;0
18.11.2020 0:00:00;8;47;0
18.11.2020 0:00:00;9;47;0
18.11.2020 0:00:00;10;47;0
18.11.2020 0:00:00;11;47;0
18.11.2020 0:00:00;12;47;0
18.11.2020 0:00:00;13;47;0
18.11.2020 0:00:00;14;47;0
18.11.2020 0:00:00;15;47;0
18.11.2020 0:00:00;16;47;0
18.11.2020 0:00:00;17;47;0
18.11.2020 0:00:00;18;47;0
18.11.2020 0:00:00;19;47;0
18.11.2020 0:00:00;20;47;0
18.11.2020 0:00:00;21;47;0
18.11.2020 0:00:00;22;47;0
18.11.2020 0:00:00;23;47;0
18.11.2020 0:00:00;0;49;0
18.11.2020 0:00:00;1;49;0
18.11.2020 0:00:00;2;49;0
18.11.2020 0:00:00;3;49;0
18.11.2020 0:00:00;4;49;0
18.11.2020 0:00:00;5;49;0
18.11.2020 0:00:00;6;49;0
18.11.2020 0:00:00;7;49;0
18.11.2020 0:00:00;8;49;0
18.11.2020 0:00:00;9;49;0
18.11.2020 0:00:00;10;49;0
18.11.2020 0:00:00;11;49;0
18.11.2020 0:00:00;12;49;0
18.11.2020 0:00:00;13;49;0
18.11.2020 0:00:00;14;49;0
18.11.2020 0:00:00;15;49;0
18.11.2020 0:00:00;16;49;0
18.11.2020 0:00:00;17;49;0
18.11.2020 0:00:00;18;49;0
18.11.2020 0:00:00;19;49;0
18.11.2020 0:00:00;20;49;0
18.11.2020 0:00:00;21;49;0
18.11.2020 0:00:00;22;49;0
18.11.2020 0:00:00;23;49;0
18.11.2020 0:00:00;0;50;0
18.11.2020 0:00:00;1;50;0
18.11.2020 0:00:00;2;50;0
18.11.2020 0:00:00;3;50;0
18.11.2020 0:00:00;4;50;0
18.11.2020 0:00:00;5;50;0
18.11.2020 0:00:00;6;50;0
18.11.2020 0:00:00;7;50;0
18.11.2020 0:00:00;8;50;0
18.11.2020 0:00:00;9;50;0
18.11.2020 0:00:00;10;50;0
18.11.2020 0:00:00;11;50;0
18.11.2020 0:00:00;12;50;0
18.11.2020 0:00:00;13;50;0
18.11.2020 0:00:00;14;50;0
18.11.2020 0:00:00;15;50;0
18.11.2020 0:00:00;16;50;0
18.11.2020 0:00:00;17;50;0
18.11.2020 0:00:00;18;50;0
18.11.2020 0:00:00;19;50;0
18.11.2020 0:00:00;20;50;0
18.11.2020 0:00:00;21;50;0
18.11.2020 0:00:00;22;50;0
18.11.2020 0:00:00;23;50;0
18.11.2020 0:00:00;0;52;0
18.11.2020 0:00:00;1;52;0
18.11.2020 0:00:00;2;52;0
18.11.2020 0:00:00;3;52;0
18.11.2020 0:00:00;4;52;0
