date;hour;sub_rf_id;Ptes
27.11.2020 0:00:00;7;26;0
27.11.2020 0:00:00;8;26;0
27.11.2020 0:00:00;9;26;0
27.11.2020 0:00:00;10;26;0
27.11.2020 0:00:00;11;26;0
27.11.2020 0:00:00;12;26;0
27.11.2020 0:00:00;13;26;0
27.11.2020 0:00:00;14;26;0
27.11.2020 0:00:00;15;26;0
27.11.2020 0:00:00;16;26;0
27.11.2020 0:00:00;17;26;0
27.11.2020 0:00:00;18;26;0
27.11.2020 0:00:00;19;26;0
27.11.2020 0:00:00;20;26;0
27.11.2020 0:00:00;21;26;0
27.11.2020 0:00:00;22;26;0
27.11.2020 0:00:00;23;26;0
27.11.2020 0:00:00;0;28;663.249998
27.11.2020 0:00:00;1;28;663.249998
27.11.2020 0:00:00;2;28;663.249998
27.11.2020 0:00:00;3;28;663.249998
27.11.2020 0:00:00;4;28;663.249999
27.11.2020 0:00:00;5;28;1020.75
27.11.2020 0:00:00;6;28;1385.750002
27.11.2020 0:00:00;7;28;1411.750008
27.11.2020 0:00:00;8;28;1411.750008
27.11.2020 0:00:00;9;28;1411.750008
27.11.2020 0:00:00;10;28;1411.750008
27.11.2020 0:00:00;11;28;1411.750008
27.11.2020 0:00:00;12;28;1411.750008
27.11.2020 0:00:00;13;28;1411.750008
27.11.2020 0:00:00;14;28;1411.750008
27.11.2020 0:00:00;15;28;1411.750008
27.11.2020 0:00:00;16;28;1411.750008
27.11.2020 0:00:00;17;28;1411.750008
27.11.2020 0:00:00;18;28;1411.750008
27.11.2020 0:00:00;19;28;1411.750008
27.11.2020 0:00:00;20;28;1385.750002
27.11.2020 0:00:00;21;28;1385.750002
27.11.2020 0:00:00;22;28;1385.750002
27.11.2020 0:00:00;23;28;663.249999
27.11.2020 0:00:00;0;29;39
27.11.2020 0:00:00;1;29;39
27.11.2020 0:00:00;2;29;39
27.11.2020 0:00:00;3;29;39
27.11.2020 0:00:00;4;29;39
27.11.2020 0:00:00;5;29;39
27.11.2020 0:00:00;6;29;39
27.11.2020 0:00:00;7;29;39
27.11.2020 0:00:00;8;29;39
27.11.2020 0:00:00;9;29;39
27.11.2020 0:00:00;10;29;39
27.11.2020 0:00:00;11;29;39
27.11.2020 0:00:00;12;29;39
27.11.2020 0:00:00;13;29;39
27.11.2020 0:00:00;14;29;39
27.11.2020 0:00:00;15;29;39
27.11.2020 0:00:00;16;29;39
27.11.2020 0:00:00;17;29;39
27.11.2020 0:00:00;18;29;39
27.11.2020 0:00:00;19;29;39
27.11.2020 0:00:00;20;29;39
27.11.2020 0:00:00;21;29;39
27.11.2020 0:00:00;22;29;39
27.11.2020 0:00:00;23;29;39
27.11.2020 0:00:00;0;32;2085.099998
27.11.2020 0:00:00;1;32;2085.1
27.11.2020 0:00:00;2;32;2247.77125972952
27.11.2020 0:00:00;3;32;2300.55648931426
27.11.2020 0:00:00;4;32;2428.100008
27.11.2020 0:00:00;5;32;2472.13556195556
27.11.2020 0:00:00;6;32;2640.600009
27.11.2020 0:00:00;7;32;2781.600015
27.11.2020 0:00:00;8;32;2953.10820012225
27.11.2020 0:00:00;9;32;3013.60002
27.11.2020 0:00:00;10;32;3013.600016
27.11.2020 0:00:00;11;32;3013.600016
27.11.2020 0:00:00;12;32;3013.60002
27.11.2020 0:00:00;13;32;3013.60002
27.11.2020 0:00:00;14;32;2954.0266393458
27.11.2020 0:00:00;15;32;2781.600011
27.11.2020 0:00:00;16;32;2953.45141335708
27.11.2020 0:00:00;17;32;2781.600011
27.11.2020 0:00:00;18;32;2901.595012
27.11.2020 0:00:00;19;32;2901.04955859829
27.11.2020 0:00:00;20;32;2449.54724473909
27.11.2020 0:00:00;21;32;2365.095001
27.11.2020 0:00:00;22;32;2305.094998
27.11.2020 0:00:00;23;32;2319.75032577466
27.11.2020 0:00:00;0;33;321.9
27.11.2020 0:00:00;1;33;321.9
27.11.2020 0:00:00;2;33;321.9
27.11.2020 0:00:00;3;33;321.9
27.11.2020 0:00:00;4;33;321.9
27.11.2020 0:00:00;5;33;321.9
27.11.2020 0:00:00;6;33;431.950758563958
27.11.2020 0:00:00;7;33;582.300003
27.11.2020 0:00:00;8;33;617.300004
27.11.2020 0:00:00;9;33;617.300004
27.11.2020 0:00:00;10;33;617.300004
27.11.2020 0:00:00;11;33;617.300004
27.11.2020 0:00:00;12;33;617.300004
27.11.2020 0:00:00;13;33;617.300004
27.11.2020 0:00:00;14;33;582.300003
27.11.2020 0:00:00;15;33;582.300003
27.11.2020 0:00:00;16;33;617.300004
27.11.2020 0:00:00;17;33;582.300003
27.11.2020 0:00:00;18;33;582.300003
27.11.2020 0:00:00;19;33;571.742204661632
27.11.2020 0:00:00;20;33;428.193338046181
27.11.2020 0:00:00;21;33;424.300001
27.11.2020 0:00:00;22;33;424.300001
27.11.2020 0:00:00;23;33;321.9
27.11.2020 0:00:00;0;34;1131.97691255296
27.11.2020 0:00:00;1;34;1092.39395699134
27.11.2020 0:00:00;2;34;1656.300002
27.11.2020 0:00:00;3;34;1899.94017229967
27.11.2020 0:00:00;4;34;1656.300002
27.11.2020 0:00:00;5;34;2166.300005
27.11.2020 0:00:00;6;34;2166.300006
27.11.2020 0:00:00;7;34;2201.300006
27.11.2020 0:00:00;8;34;2201.300007
27.11.2020 0:00:00;9;34;2201.300006
27.11.2020 0:00:00;10;34;2201.300006
27.11.2020 0:00:00;11;34;2201.300006
27.11.2020 0:00:00;12;34;2201.300006
27.11.2020 0:00:00;13;34;2201.300006
27.11.2020 0:00:00;14;34;2201.300007
27.11.2020 0:00:00;15;34;2201.300006
27.11.2020 0:00:00;16;34;2201.300007
27.11.2020 0:00:00;17;34;2201.300006
27.11.2020 0:00:00;18;34;2201.300007
27.11.2020 0:00:00;19;34;2201.300006
27.11.2020 0:00:00;20;34;2166.300006
27.11.2020 0:00:00;21;34;2166.300006
27.11.2020 0:00:00;22;34;2166.300006
27.11.2020 0:00:00;23;34;1959.299998
27.11.2020 0:00:00;0;35;1068.312006
27.11.2020 0:00:00;1;35;1053.9737085526
27.11.2020 0:00:00;2;35;1034.70415394874
27.11.2020 0:00:00;3;35;1028.56787419662
27.11.2020 0:00:00;4;35;1047.02476109262
27.11.2020 0:00:00;5;35;1069.172006
27.11.2020 0:00:00;6;35;1062.642006
27.11.2020 0:00:00;7;35;1060.752005
27.11.2020 0:00:00;8;35;1061.762005
27.11.2020 0:00:00;9;35;1064.972005
27.11.2020 0:00:00;10;35;1070.732005
27.11.2020 0:00:00;11;35;1076.082005
27.11.2020 0:00:00;12;35;1074.342005
27.11.2020 0:00:00;13;35;1071.312005
27.11.2020 0:00:00;14;35;1074.052005
27.11.2020 0:00:00;15;35;1073.942005
27.11.2020 0:00:00;16;35;1066.282005
27.11.2020 0:00:00;17;35;1062.752005
27.11.2020 0:00:00;18;35;1063.002005
27.11.2020 0:00:00;19;35;1070.092005
27.11.2020 0:00:00;20;35;1069.792005
27.11.2020 0:00:00;21;35;1069.752005
27.11.2020 0:00:00;22;35;1065.832006
27.11.2020 0:00:00;23;35;1066.162006
27.11.2020 0:00:00;0;36;1443.196992
27.11.2020 0:00:00;1;36;1443.296995
27.11.2020 0:00:00;2;36;1443.296992
27.11.2020 0:00:00;3;36;1443.296994
27.11.2020 0:00:00;4;36;1443.296995
27.11.2020 0:00:00;5;36;1519.699995
27.11.2020 0:00:00;6;36;1519.600001
27.11.2020 0:00:00;7;36;1637.1
27.11.2020 0:00:00;8;36;1637.099997
27.11.2020 0:00:00;9;36;1643.080002
27.11.2020 0:00:00;10;36;1638.919997
27.11.2020 0:00:00;11;36;1644.19
27.11.2020 0:00:00;12;36;1643.660002
27.11.2020 0:00:00;13;36;1642.300002
27.11.2020 0:00:00;14;36;1637.300001
27.11.2020 0:00:00;15;36;1637.399999
27.11.2020 0:00:00;16;36;1637.5
27.11.2020 0:00:00;17;36;1637.399999
27.11.2020 0:00:00;18;36;1637.299997
27.11.2020 0:00:00;19;36;1637.299999
27.11.2020 0:00:00;20;36;1519.799996
27.11.2020 0:00:00;21;36;1519.699998
27.11.2020 0:00:00;22;36;1442.996992
27.11.2020 0:00:00;23;36;1443.196992
27.11.2020 0:00:00;0;37;420.665
27.11.2020 0:00:00;1;37;420.664997
27.11.2020 0:00:00;2;37;420.664997
27.11.2020 0:00:00;3;37;420.664999
27.11.2020 0:00:00;4;37;440.665002
27.11.2020 0:00:00;5;37;440.665002
27.11.2020 0:00:00;6;37;440.665002
27.11.2020 0:00:00;7;37;440.665002
27.11.2020 0:00:00;8;37;440.665002
27.11.2020 0:00:00;9;37;440.665002
27.11.2020 0:00:00;10;37;440.665002
27.11.2020 0:00:00;11;37;440.665002
27.11.2020 0:00:00;12;37;440.665002
27.11.2020 0:00:00;13;37;440.665002
27.11.2020 0:00:00;14;37;440.665002
27.11.2020 0:00:00;15;37;440.665002
27.11.2020 0:00:00;16;37;440.665002
27.11.2020 0:00:00;17;37;440.665002
27.11.2020 0:00:00;18;37;440.665002
27.11.2020 0:00:00;19;37;440.665002
27.11.2020 0:00:00;20;37;440.665002
27.11.2020 0:00:00;21;37;440.665002
27.11.2020 0:00:00;22;37;420.665
27.11.2020 0:00:00;23;37;420.665
27.11.2020 0:00:00;0;38;146.799999
27.11.2020 0:00:00;1;38;146.799999
27.11.2020 0:00:00;2;38;146.799999
27.11.2020 0:00:00;3;38;146.799999
27.11.2020 0:00:00;4;38;146.799999
27.11.2020 0:00:00;5;38;146.799999
27.11.2020 0:00:00;6;38;146.799999
27.11.2020 0:00:00;7;38;146.799999
27.11.2020 0:00:00;8;38;146.799999
27.11.2020 0:00:00;9;38;146.799999
27.11.2020 0:00:00;10;38;146.799999
27.11.2020 0:00:00;11;38;146.799999
27.11.2020 0:00:00;12;38;146.799999
27.11.2020 0:00:00;13;38;146.799999
27.11.2020 0:00:00;14;38;146.799999
27.11.2020 0:00:00;15;38;146.799999
27.11.2020 0:00:00;16;38;146.799999
27.11.2020 0:00:00;17;38;146.799999
27.11.2020 0:00:00;18;38;146.8
27.11.2020 0:00:00;19;38;146.799999
27.11.2020 0:00:00;20;38;146.8
27.11.2020 0:00:00;21;38;146.799999
27.11.2020 0:00:00;22;38;146.799999
27.11.2020 0:00:00;23;38;146.799999
27.11.2020 0:00:00;0;41;3304.009997
27.11.2020 0:00:00;1;41;3304.009998
27.11.2020 0:00:00;2;41;3304.009997
27.11.2020 0:00:00;3;41;3340.409997
27.11.2020 0:00:00;4;41;3377.309997
27.11.2020 0:00:00;5;41;3377.309997
27.11.2020 0:00:00;6;41;3565.06001637202
27.11.2020 0:00:00;7;41;3833.110009
27.11.2020 0:00:00;8;41;3833.110009
27.11.2020 0:00:00;9;41;3847.210013
27.11.2020 0:00:00;10;41;4077.710011
27.11.2020 0:00:00;11;41;4077.710013
27.11.2020 0:00:00;12;41;4077.710013
27.11.2020 0:00:00;13;41;4077.710013
27.11.2020 0:00:00;14;41;4072.71001
27.11.2020 0:00:00;15;41;4072.71001
27.11.2020 0:00:00;16;41;4072.71001
27.11.2020 0:00:00;17;41;4072.71001
27.11.2020 0:00:00;18;41;4102.71001
27.11.2020 0:00:00;19;41;4102.710008
27.11.2020 0:00:00;20;41;4102.710009
27.11.2020 0:00:00;21;41;4070.410007
27.11.2020 0:00:00;22;41;4016.410005
