<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<OPENINT>
MOEXEU;60;09/04/20;170000;1971.74;1980.61;1959.73;1973.6;0;0
MOEXEU;60;09/04/20;180000;1974.17;1974.36;1959.21;1966.5;0;0
MOEXEU;60;10/04/20;000000;1966.5;1966.5;1966.5;1966.5;0;0
MOEXEU;60;10/04/20;100000;1952.21;1976.28;1946.66;1970.89;0;0
MOEXEU;60;10/04/20;110000;1970.82;1972.26;1966.56;1968.02;0;0
MOEXEU;60;10/04/20;120000;1968.13;1969.47;1964.09;1964.88;0;0
MOEXEU;60;10/04/20;130000;1964.14;1965.37;1959.48;1963.14;0;0
MOEXEU;60;10/04/20;140000;1963.44;1967.55;1962.19;1966.79;0;0
MOEXEU;60;10/04/20;150000;1966.38;1968.66;1963.05;1965.55;0;0
MOEXEU;60;10/04/20;160000;1965.59;1966.25;1960.24;1960.36;0;0
MOEXEU;60;10/04/20;170000;1960.58;1965.8;1960.58;1965.64;0;0
MOEXEU;60;10/04/20;180000;1965.72;1974.97;1963.62;1972.51;0;0
MOEXEU;60;13/04/20;000000;1972.51;1972.51;1972.51;1972.51;0;0
MOEXEU;60;13/04/20;100000;1976.86;1978.63;1932.56;1937.76;0;0
MOEXEU;60;13/04/20;110000;1936.77;1950.52;1928.16;1950.03;0;0
MOEXEU;60;13/04/20;120000;1950.15;1955.92;1942.24;1944.82;0;0
MOEXEU;60;13/04/20;130000;1944.94;1952.85;1944.94;1951.42;0;0
MOEXEU;60;13/04/20;140000;1951.59;1958.58;1951.08;1953.44;0;0
MOEXEU;60;13/04/20;150000;1953.18;1955.54;1949.84;1950.99;0;0
MOEXEU;60;13/04/20;160000;1950.88;1954.27;1948.44;1950.59;0;0
MOEXEU;60;13/04/20;170000;1950.8;1954.64;1945.25;1945.91;0;0
MOEXEU;60;13/04/20;180000;1945.61;1945.61;1934.59;1937.96;0;0
MOEXEU;60;14/04/20;000000;1937.96;1937.96;1937.96;1937.96;0;0
MOEXEU;60;14/04/20;100000;1955.99;1964.85;1953.31;1955.8;0;0
MOEXEU;60;14/04/20;110000;1956.02;1956.12;1945.93;1948.13;0;0
MOEXEU;60;14/04/20;120000;1947.82;1957.74;1943.97;1954.27;0;0
MOEXEU;60;14/04/20;130000;1954.18;1958.81;1952.69;1957.03;0;0
MOEXEU;60;14/04/20;140000;1956.94;1958.65;1951.38;1951.54;0;0
MOEXEU;60;14/04/20;150000;1951.46;1957.86;1946.79;1956.57;0;0
MOEXEU;60;14/04/20;160000;1956.75;1963.57;1950.46;1963.57;0;0
MOEXEU;60;14/04/20;170000;1964.16;1973.28;1960.66;1961.2;0;0
MOEXEU;60;14/04/20;180000;1961.47;1961.84;1952.1;1959.01;0;0
MOEXEU;60;15/04/20;000000;1959.01;1959.01;1959.01;1959.01;0;0
MOEXEU;60;15/04/20;100000;1951.72;1953.61;1913.99;1918.03;0;0
MOEXEU;60;15/04/20;110000;1917.88;1919.36;1899.59;1919.36;0;0
MOEXEU;60;15/04/20;120000;1919.67;1920.49;1888.43;1896.45;0;0
MOEXEU;60;15/04/20;130000;1896.96;1897.15;1887.66;1891.67;0;0
MOEXEU;60;15/04/20;140000;1891.34;1896.98;1880.31;1883.71;0;0
MOEXEU;60;15/04/20;150000;1883.43;1884.32;1860.07;1860.09;0;0
MOEXEU;60;15/04/20;160000;1860.74;1880.78;1857.39;1879.26;0;0
MOEXEU;60;15/04/20;170000;1878.9;1878.9;1861.49;1871.02;0;0
MOEXEU;60;15/04/20;180000;1870.75;1875.58;1866.63;1874.92;0;0
MOEXEU;60;16/04/20;000000;1874.92;1874.92;1874.92;1874.92;0;0
MOEXEU;60;16/04/20;100000;1884.85;1891.07;1841.21;1890.98;0;0
MOEXEU;60;16/04/20;110000;1890.78;1913.46;1888.57;1901.92;0;0
MOEXEU;60;16/04/20;120000;1901.71;1907.88;1898.15;1902.37;0;0
MOEXEU;60;16/04/20;130000;1903.64;1910.32;1898.64;1900.4;0;0
MOEXEU;60;16/04/20;140000;1900.63;1911.39;1898.39;1905.21;0;0
MOEXEU;60;16/04/20;150000;1904.79;1908.4;1902.95;1903.74;0;0
MOEXEU;60;16/04/20;160000;1903.91;1907.61;1883.92;1883.92;0;0
MOEXEU;60;16/04/20;170000;1883.81;1896.91;1883.81;1887.64;0;0
MOEXEU;60;16/04/20;180000;1885.35;1892.78;1883.38;1883.38;0;0
MOEXEU;60;17/04/20;000000;1883.38;1883.38;1883.38;1883.38;0;0
MOEXEU;60;17/04/20;100000;1914.25;1919.6;1905.19;1906.86;0;0
MOEXEU;60;17/04/20;110000;1907.13;1910.13;1899.14;1899.14;0;0
MOEXEU;60;17/04/20;120000;1898.51;1911.56;1892.55;1904.35;0;0
MOEXEU;60;17/04/20;130000;1904.47;1916.94;1904.47;1912.89;0;0
MOEXEU;60;17/04/20;140000;1913.13;1916.64;1909.07;1913.53;0;0
MOEXEU;60;17/04/20;150000;1913.18;1914.47;1906.78;1912.32;0;0
MOEXEU;60;17/04/20;160000;1912.13;1914.21;1907.71;1911.55;0;0
MOEXEU;60;17/04/20;170000;1911.53;1911.53;1898.77;1906;0;0
MOEXEU;60;17/04/20;180000;1906.23;1911.45;1902.55;1906.06;0;0
MOEXEU;60;20/04/20;000000;1906.06;1906.06;1906.06;1906.06;0;0
MOEXEU;60;20/04/20;100000;1905.57;1915.37;1900.03;1913.48;0;0
MOEXEU;60;20/04/20;110000;1913.52;1915.5;1905.64;1909.81;0;0
MOEXEU;60;20/04/20;120000;1909.93;1917.81;1908.06;1912.65;0;0
MOEXEU;60;20/04/20;130000;1912.18;1912.54;1899.12;1902.12;0;0
MOEXEU;60;20/04/20;140000;1902.46;1902.89;1884.02;1885.91;0;0
MOEXEU;60;20/04/20;150000;1886.62;1898.82;1885.1;1895.42;0;0
MOEXEU;60;20/04/20;160000;1895.03;1900.7;1890.23;1899.48;0;0
MOEXEU;60;20/04/20;170000;1898.95;1899.98;1890.66;1891.44;0;0
MOEXEU;60;20/04/20;180000;1891.68;1891.68;1884.21;1886.04;0;0
MOEXEU;60;21/04/20;000000;1886.04;1886.04;1886.04;1886.04;0;0
MOEXEU;60;21/04/20;100000;1860.9;1867.75;1851.08;1855.44;0;0
MOEXEU;60;21/04/20;110000;1856.92;1867.16;1854.18;1866.36;0;0
MOEXEU;60;21/04/20;120000;1866.17;1869.77;1844.99;1855.1;0;0
MOEXEU;60;21/04/20;130000;1854.49;1861.29;1853.36;1859.08;0;0
MOEXEU;60;21/04/20;140000;1859.16;1860.81;1850.9;1852.54;0;0
MOEXEU;60;21/04/20;150000;1852.47;1854.63;1839.15;1840.03;0;0
MOEXEU;60;21/04/20;160000;1840.25;1870.71;1833.46;1866;0;0
MOEXEU;60;21/04/20;170000;1865.28;1876.1;1857.52;1870.82;0;0
MOEXEU;60;21/04/20;180000;1870.71;1875.09;1868.02;1873.3;0;0
MOEXEU;60;22/04/20;000000;1873.3;1873.3;1873.3;1873.3;0;0
MOEXEU;60;22/04/20;100000;1865.69;1901.36;1865.69;1893.98;0;0
MOEXEU;60;22/04/20;110000;1894.9;1907.36;1890.42;1907.22;0;0
MOEXEU;60;22/04/20;120000;1907.22;1913.02;1904.71;1913.02;0;0
MOEXEU;60;22/04/20;130000;1912.93;1913.25;1898.53;1902.19;0;0
MOEXEU;60;22/04/20;140000;1902.75;1909.6;1899.76;1909.01;0;0
MOEXEU;60;22/04/20;150000;1908.99;1923.27;1903.31;1920.42;0;0
MOEXEU;60;22/04/20;160000;1919.59;1930.99;1910.76;1910.8;0;0
MOEXEU;60;22/04/20;170000;1912.37;1916.21;1897.35;1904.16;0;0
MOEXEU;60;22/04/20;180000;1903.9;1907.31;1896.27;1906.56;0;0
MOEXEU;60;23/04/20;000000;1906.56;1906.56;1906.56;1906.56;0;0
MOEXEU;60;23/04/20;100000;1925.05;1927.37;1916.05;1920.28;0;0
MOEXEU;60;23/04/20;110000;1919.35;1924.71;1909.52;1912.82;0;0
MOEXEU;60;23/04/20;120000;1912.94;1930.06;1912.94;1924.89;0;0
MOEXEU;60;23/04/20;130000;1926.06;1927.25;1919.34;1921.88;0;0
MOEXEU;60;23/04/20;140000;1922.12;1928.94;1920.67;1921.24;0;0
MOEXEU;60;23/04/20;150000;1921.71;1930.04;1920.01;1926.73;0;0
MOEXEU;60;23/04/20;160000;1926.85;1931.63;1924.81;1926.24;0;0
MOEXEU;60;23/04/20;170000;1926.5;1936.7;1925.2;1936.63;0;0
MOEXEU;60;23/04/20;180000;1936.23;1936.3;1926;1927.51;0;0
MOEXEU;60;24/04/20;000000;1927.51;1927.51;1927.51;1927.51;0;0
MOEXEU;60;24/04/20;100000;1919;1922.21;1906.37;1910.93;0;0
MOEXEU;60;24/04/20;110000;1911.09;1911.09;1898.66;1908.87;0;0
MOEXEU;60;24/04/20;120000;1908.76;1919.06;1908.76;1916.1;0;0
MOEXEU;60;24/04/20;130000;1916.3;1927.35;1914.86;1926.61;0;0
MOEXEU;60;24/04/20;140000;1926.48;1929.6;1919.24;1921.23;0;0
MOEXEU;60;24/04/20;150000;1921.55;1925.31;1920.57;1921.54;0;0
MOEXEU;60;24/04/20;160000;1921.19;1922.6;1913.33;1913.72;0;0
MOEXEU;60;24/04/20;170000;1913.7;1913.7;1903.74;1903.8;0;0
MOEXEU;60;24/04/20;180000;1903.6;1908.45;1900.68;1902.08;0;0
MOEXEU;60;27/04/20;000000;1902.08;1902.08;1902.08;1902.08;0;0
MOEXEU;60;27/04/20;100000;1910.6;1923.15;1910.6;1917.46;0;0
MOEXEU;60;27/04/20;110000;1917.89;1927.64;1916.99;1926.11;0;0
MOEXEU;60;27/04/20;120000;1926.2;1929.02;1923.66;1927.6;0;0
MOEXEU;60;27/04/20;130000;1927.85;1929.02;1919.93;1921.6;0;0
MOEXEU;60;27/04/20;140000;1921.62;1923.77;1919.7;1921.11;0;0
MOEXEU;60;27/04/20;150000;1921.28;1924.4;1915.26;1921.56;0;0
MOEXEU;60;27/04/20;160000;1921.27;1922.82;1915.47;1918.92;0;0
MOEXEU;60;27/04/20;170000;1919.13;1929.22;1918.86;1923.25;0;0
MOEXEU;60;27/04/20;180000;1923.83;1926.41;1922.42;1923.33;0;0
MOEXEU;60;28/04/20;000000;1923.33;1923.33;1923.33;1923.33;0;0
MOEXEU;60;28/04/20;100000;1926.91;1939.1;1923.09;1938.06;0;0
MOEXEU;60;28/04/20;110000;1938.17;1940.09;1930.6;1937.75;0;0
MOEXEU;60;28/04/20;120000;1938.08;1959.02;1938.03;1952.08;0;0
MOEXEU;60;28/04/20;130000;1952.61;1968.64;1950.77;1957.68;0;0
MOEXEU;60;28/04/20;140000;1957.9;1960.61;1953.84;1959.6;0;0
MOEXEU;60;28/04/20;150000;1959.46;1970.18;1959.43;1967.03;0;0
MOEXEU;60;28/04/20;160000;1967.23;1971.6;1954.26;1955.75;0;0
MOEXEU;60;28/04/20;170000;1955.47;1957.7;1940.8;1940.8;0;0
MOEXEU;60;28/04/20;180000;1941.43;1950.28;1940.03;1947.45;0;0
MOEXEU;60;29/04/20;000000;1947.45;1947.45;1947.45;1947.45;0;0
MOEXEU;60;29/04/20;100000;1952.74;1971.81;1950.4;1970.94;0;0
MOEXEU;60;29/04/20;110000;1971.16;1976.88;1966.83;1975.92;0;0
MOEXEU;60;29/04/20;120000;1976.49;1980.16;1973.72;1978.39;0;0
MOEXEU;60;29/04/20;130000;1978.79;1979.51;1966.87;1970.08;0;0
MOEXEU;60;29/04/20;140000;1970.92;1979.06;1968.7;1969.33;0;0
MOEXEU;60;29/04/20;150000;1969.38;1979.29;1969.3;1977.89;0;0
MOEXEU;60;29/04/20;160000;1977.38;1979.69;1972.13;1973.53;0;0
MOEXEU;60;29/04/20;170000;1973.57;1976.93;1970.86;1974.14;0;0
MOEXEU;60;29/04/20;180000;1974.45;1978.18;1973.28;1976;0;0
MOEXEU;60;30/04/20;000000;1976;1976;1976;1976;0;0
MOEXEU;60;30/04/20;100000;1990.19;2001.04;1976.44;1977.45;0;0
MOEXEU;60;30/04/20;110000;1977.72;1977.72;1950.65;1962.53;0;0
MOEXEU;60;30/04/20;120000;1962.66;1963.76;1956.59;1958;0;0
MOEXEU;60;30/04/20;130000;1958.25;1959.03;1943.17;1943.81;0;0
MOEXEU;60;30/04/20;140000;1944.47;1946.7;1939.43;1942.92;0;0
MOEXEU;60;30/04/20;150000;1942.88;1949.37;1940.98;1943.18;0;0
MOEXEU;60;30/04/20;160000;1942.64;1956.33;1935.84;1952.26;0;0
MOEXEU;60;30/04/20;170000;1953.21;1962.19;1952.01;1961.18;0;0
MOEXEU;60;30/04/20;180000;1960.66;1967.67;1957.68;1957.68;0;0
MOEXEU;60;04/05/20;000000;1957.68;1957.68;1957.68;1957.68;0;0
MOEXEU;60;04/05/20;100000;1942.07;1946.79;1923.05;1929.16;0;0
MOEXEU;60;04/05/20;110000;1929.28;1932.59;1924.53;1928.62;0;0
MOEXEU;60;04/05/20;120000;1928.29;1939.63;1924.06;1938.76;0;0
MOEXEU;60;04/05/20;130000;1939.51;1944.65;1935.83;1935.97;0;0
MOEXEU;60;04/05/20;140000;1936.47;1946;1936.26;1944.66;0;0
MOEXEU;60;04/05/20;150000;1944.68;1951.73;1943.41;1947.22;0;0
MOEXEU;60;04/05/20;160000;1947.01;1952.87;1941.01;1950.83;0;0
MOEXEU;60;04/05/20;170000;1950.72;1957.14;1946.87;1947.94;0;0
MOEXEU;60;04/05/20;180000;1947.73;1949.01;1942.63;1947.15;0;0
MOEXEU;60;05/05/20;000000;1947.15;1947.15;1947.15;1947.15;0;0
MOEXEU;60;05/05/20;100000;1967.86;1974.99;1963.09;1969.39;0;0
MOEXEU;60;05/05/20;110000;1969.45;1969.45;1953.07;1955.56;0;0
MOEXEU;60;05/05/20;120000;1955.71;1961.19;1954.62;1957.15;0;0
MOEXEU;60;05/05/20;130000;1957.25;1959.69;1953.12;1959.66;0;0
MOEXEU;60;05/05/20;140000;1959.66;1962.66;1958.5;1962.1;0;0
MOEXEU;60;05/05/20;150000;1962.34;1968.52;1960.32;1968.37;0;0
MOEXEU;60;05/05/20;160000;1968.12;1971.08;1967.56;1969.5;0;0
MOEXEU;60;05/05/20;170000;1969.32;1971.04;1962.2;1964.47;0;0
MOEXEU;60;05/05/20;180000;1964.94;1968.66;1964.15;1966.18;0;0
MOEXEU;60;06/05/20;000000;1966.18;1966.18;1966.18;1966.18;0;0
MOEXEU;60;06/05/20;100000;1975.25;1986.71;1962.38;1964.59;0;0
MOEXEU;60;06/05/20;110000;1964.23;1980.26;1962.91;1978.13;0;0
MOEXEU;60;06/05/20;120000;1978.16;1982.76;1975.13;1978.28;0;0
MOEXEU;60;06/05/20;130000;1978.16;1980.61;1975.51;1977.26;0;0
MOEXEU;60;06/05/20;140000;1977.6;1979.08;1968.98;1970.72;0;0
MOEXEU;60;06/05/20;150000;1970.8;1971.12;1962.41;1963.96;0;0
MOEXEU;60;06/05/20;160000;1963.96;1967.16;1960.04;1960.79;0;0
MOEXEU;60;06/05/20;170000;1960.47;1965.01;1955.05;1961.26;0;0
MOEXEU;60;06/05/20;180000;1961.57;1962.74;1955.93;1955.97;0;0
MOEXEU;60;07/05/20;000000;1955.97;1955.97;1955.97;1955.97;0;0
MOEXEU;60;07/05/20;100000;1961.29;1970.1;1956.01;1960.02;0;0
MOEXEU;60;07/05/20;110000;1958.98;1961.37;1950.68;1958.84;0;0
MOEXEU;60;07/05/20;120000;1958.52;1963.44;1955.63;1960.69;0;0
MOEXEU;60;07/05/20;130000;1960.53;1961.43;1958.21;1960.87;0;0
MOEXEU;60;07/05/20;140000;1961.01;1964.71;1959.67;1963.56;0;0
MOEXEU;60;07/05/20;150000;1963.47;1963.94;1959.73;1960.49;0;0
MOEXEU;60;07/05/20;160000;1960.18;1960.78;1952.45;1953.91;0;0
MOEXEU;60;07/05/20;170000;1953.93;1954.69;1947.32;1947.73;0;0
MOEXEU;60;07/05/20;180000;1947.93;1951.84;1944.21;1944.21;0;0
MOEXEU;60;08/05/20;000000;1944.21;1944.21;1944.21;1944.21;0;0
MOEXEU;60;08/05/20;100000;1948.12;1950.22;1936.43;1939.4;0;0
MOEXEU;60;08/05/20;110000;1939.73;1942.94;1936.65;1940.81;0;0
MOEXEU;60;08/05/20;130000;1938.91;1940.11;1938.64;1939.4;0;0
MOEXEU;60;08/05/20;140000;1939.05;1940.14;1931.87;1935.75;0;0
MOEXEU;60;08/05/20;150000;1935.73;1937.75;1934.39;1937.18;0;0
MOEXEU;60;08/05/20;160000;1937.18;1945.29;1937.18;1944.94;0;0
MOEXEU;60;08/05/20;170000;1945.46;1953.53;1945.46;1951.06;0;0
MOEXEU;60;08/05/20;180000;1951.35;1955.08;1948.92;1948.92;0;0
MOEXEU;60;12/05/20;000000;1948.92;1948.92;1948.92;1948.92;0;0
MOEXEU;60;12/05/20;100000;1946.72;1960.46;1939.62;1956.54;0;0
MOEXEU;60;12/05/20;110000;1956.09;1959.85;1951.14;1952.07;0;0
MOEXEU;60;12/05/20;120000;1952;1952.41;1945.58;1950.4;0;0
MOEXEU;60;12/05/20;130000;1950.57;1958.37;1950.57;1957.45;0;0
MOEXEU;60;12/05/20;140000;1957.6;1958.03;1949.7;1953.22;0;0
MOEXEU;60;12/05/20;150000;1952.7;1953.59;1944.81;1949;0;0
MOEXEU;60;12/05/20;160000;1949.18;1950.74;1944.18;1947.45;0;0
MOEXEU;60;12/05/20;170000;1947.24;1949.33;1942.31;1948.29;0;0
MOEXEU;60;12/05/20;180000;1948.41;1950.67;1945.45;1947.16;0;0
MOEXEU;60;13/05/20;000000;1947.16;1947.16;1947.16;1947.16;0;0
MOEXEU;60;13/05/20;100000;1936.01;1940.76;1924.61;1931.12;0;0
MOEXEU;60;13/05/20;110000;1930.91;1942.44;1929.66;1939.18;0;0
MOEXEU;60;13/05/20;120000;1938.65;1948.27;1937.83;1947.38;0;0
MOEXEU;60;13/05/20;130000;1947.27;1951.58;1947.01;1948.68;0;0
MOEXEU;60;13/05/20;140000;1948.69;1950.09;1946.77;1949.52;0;0
MOEXEU;60;13/05/20;150000;1950.45;1952.29;1944.53;1944.53;0;0
MOEXEU;60;13/05/20;160000;1944.75;1946.8;1938.47;1941.05;0;0
MOEXEU;60;13/05/20;170000;1941.12;1942.74;1936.89;1939.38;0;0
MOEXEU;60;13/05/20;180000;1939.48;1945.33;1937.07;1945.33;0;0
MOEXEU;60;14/05/20;000000;1945.33;1945.33;1945.33;1945.33;0;0
MOEXEU;60;14/05/20;100000;1932.91;1945.4;1929.83;1931.54;0;0
MOEXEU;60;14/05/20;110000;1931.3;1939.41;1928.51;1938.28;0;0
MOEXEU;60;14/05/20;120000;1938.55;1950.83;1937.38;1949.29;0;0
MOEXEU;60;14/05/20;130000;1949.9;1950.51;1940.69;1942.78;0;0
MOEXEU;60;14/05/20;140000;1942.86;1943.1;1928.67;1930.21;0;0
MOEXEU;60;14/05/20;150000;1930.08;1930.93;1918.23;1922.87;0;0
MOEXEU;60;14/05/20;160000;1922.55;1926.58;1915.89;1916.27;0;0
MOEXEU;60;14/05/20;170000;1916.14;1925.19;1912.03;1924.83;0;0
MOEXEU;60;14/05/20;180000;1924.99;1931.6;1924.25;1924.25;0;0
MOEXEU;60;15/05/20;000000;1924.25;1924.25;1924.25;1924.25;0;0
MOEXEU;60;15/05/20;100000;1940.06;1944.4;1935.72;1943;0;0
MOEXEU;60;15/05/20;110000;1943.29;1944.66;1939.38;1942.64;0;0
MOEXEU;60;15/05/20;120000;1942.68;1946.31;1938.48;1939.56;0;0
MOEXEU;60;15/05/20;130000;1939.7;1941.19;1935.42;1935.42;0;0
MOEXEU;60;15/05/20;140000;1935.67;1939.98;1932.57;1933.25;0;0
MOEXEU;60;15/05/20;150000;1933.02;1935.83;1923.53;1928.26;0;0
MOEXEU;60;15/05/20;160000;1928.72;1929.24;1922.55;1925.97;0;0
MOEXEU;60;15/05/20;170000;1926;1928.57;1922.22;1924.28;0;0
MOEXEU;60;15/05/20;180000;1924.62;1926.15;1920.44;1920.44;0;0
MOEXEU;60;18/05/20;000000;1920.44;1920.44;1920.44;1920.44;0;0
MOEXEU;60;18/05/20;100000;1949.28;1959.75;1949.28;1958.46;0;0
MOEXEU;60;18/05/20;110000;1958.87;1965.34;1958.52;1962.42;0;0
MOEXEU;60;18/05/20;120000;1962.6;1963.52;1955.76;1962.47;0;0
MOEXEU;60;18/05/20;130000;1962.05;1963.88;1960.5;1963.88;0;0
MOEXEU;60;18/05/20;140000;1963.75;1969.57;1963.18;1969.57;0;0
MOEXEU;60;18/05/20;150000;1969.18;1970.6;1966.04;1968.77;0;0
MOEXEU;60;18/05/20;160000;1968.77;1973.43;1967.8;1968.17;0;0
MOEXEU;60;18/05/20;170000;1968.34;1971.97;1964.59;1971.97;0;0
MOEXEU;60;18/05/20;180000;1971.69;1973.84;1970.79;1973.79;0;0
MOEXEU;60;19/05/20;000000;1973.79;1973.79;1973.79;1973.79;0;0
MOEXEU;60;19/05/20;100000;1979.16;1984.14;1974.57;1976.77;0;0
MOEXEU;60;19/05/20;110000;1976.88;1991.79;1976.88;1990.36;0;0
MOEXEU;60;19/05/20;120000;1990.09;1992.15;1980.94;1982.92;0;0
MOEXEU;60;19/05/20;130000;1982.98;1985.31;1976.85;1982.58;0;0
MOEXEU;60;19/05/20;140000;1982.5;1987.82;1981.77;1983.79;0;0
MOEXEU;60;19/05/20;150000;1983.95;1984.5;1981.17;1982.45;0;0
MOEXEU;60;19/05/20;160000;1982.24;1989.1;1981.89;1989.08;0;0
MOEXEU;60;19/05/20;170000;1989.05;1991.8;1986.91;1989.42;0;0
MOEXEU;60;19/05/20;180000;1989.22;1990.17;1986.72;1988.46;0;0
MOEXEU;60;20/05/20;000000;1988.46;1988.46;1988.46;1988.46;0;0
MOEXEU;60;20/05/20;100000;1987.96;2012.47;1987.96;2009.63;0;0
MOEXEU;60;20/05/20;110000;2009.32;2018.43;2007.84;2015.33;0;0
MOEXEU;60;20/05/20;120000;2015.13;2027.61;2012.31;2027.41;0;0
MOEXEU;60;20/05/20;130000;2027.26;2027.72;2014.29;2018.85;0;0
MOEXEU;60;20/05/20;140000;2018.79;2025.22;2017.93;2024.6;0;0
MOEXEU;60;20/05/20;150000;2024.24;2026.59;2018.3;2018.43;0;0
MOEXEU;60;20/05/20;160000;2018.94;2018.98;2014.69;2016.3;0;0
MOEXEU;60;20/05/20;170000;2016.25;2021.21;2016.24;2020.64;0;0
MOEXEU;60;20/05/20;180000;2020.7;2020.94;2014;2020.94;0;0
MOEXEU;60;21/05/20;000000;2020.94;2020.94;2020.94;2020.94;0;0
MOEXEU;60;21/05/20;100000;2026.37;2050.82;2026.37;2037.77;0;0
MOEXEU;60;21/05/20;110000;2037.28;2040.41;2023.37;2035.82;0;0
MOEXEU;60;21/05/20;120000;2035.6;2035.81;2027.05;2027.34;0;0
MOEXEU;60;21/05/20;130000;2027.72;2033.97;2020.74;2022.33;0;0
MOEXEU;60;21/05/20;140000;2022.96;2027.89;2020.9;2023.23;0;0
MOEXEU;60;21/05/20;150000;2023.13;2028.32;2022.5;2024;0;0
MOEXEU;60;21/05/20;160000;2023.78;2024.38;2018.3;2020.94;0;0
MOEXEU;60;21/05/20;170000;2020.98;2022.77;2005.5;2005.58;0;0
MOEXEU;60;21/05/20;180000;2005.76;2010.91;2000.49;2010.34;0;0
MOEXEU;60;22/05/20;000000;2010.34;2010.34;2010.34;2010.34;0;0
MOEXEU;60;22/05/20;100000;2000.97;2015.03;1999.35;2009.84;0;0
MOEXEU;60;22/05/20;110000;2009.89;2017.33;2005.89;2017.04;0;0
MOEXEU;60;22/05/20;120000;2017.79;2020.85;2014.41;2014.65;0;0
MOEXEU;60;22/05/20;130000;2014.74;2020.71;2013.62;2019.51;0;0
MOEXEU;60;22/05/20;140000;2019.14;2028.81;2018.49;2028.18;0;0
MOEXEU;60;22/05/20;150000;2027.7;2029.8;2023.82;2027.43;0;0
MOEXEU;60;22/05/20;160000;2027.01;2028.56;2021.77;2027.86;0;0
MOEXEU;60;22/05/20;170000;2027.81;2036.15;2026.11;2034.78;0;0
MOEXEU;60;22/05/20;180000;2034.73;2041.07;2033.27;2038.59;0;0
MOEXEU;60;25/05/20;000000;2038.59;2038.59;2038.59;2038.59;0;0
MOEXEU;60;25/05/20;100000;2049.31;2068.86;2049.31;2067.7;0;0
MOEXEU;60;25/05/20;110000;2068.14;2080.24;2068.14;2079.07;0;0
MOEXEU;60;25/05/20;120000;2078.7;2079.13;2074.43;2076.25;0;0
MOEXEU;60;25/05/20;130000;2076.26;2081.2;2072.85;2080.43;0;0
MOEXEU;60;25/05/20;140000;2080.32;2086.93;2078.35;2086.93;0;0
MOEXEU;60;25/05/20;150000;2087.21;2090.49;2083.89;2085.24;0;0
MOEXEU;60;25/05/20;160000;2085.13;2094.11;2085.13;2090.68;0;0
MOEXEU;60;25/05/20;170000;2091.14;2095.97;2090.71;2094.73;0;0
MOEXEU;60;25/05/20;180000;2095.28;2096.81;2091.98;2096.76;0;0
MOEXEU;60;26/05/20;000000;2096.76;2096.76;2096.76;2096.76;0;0
MOEXEU;60;26/05/20;100000;2109.8;2131.1;2109.8;2129.92;0;0
MOEXEU;60;26/05/20;110000;2130.27;2131.96;2123.78;2129.21;0;0
MOEXEU;60;26/05/20;120000;2129.07;2132.64;2125.91;2126.51;0;0
MOEXEU;60;26/05/20;130000;2126.59;2133.53;2125.85;2129.54;0;0
MOEXEU;60;26/05/20;140000;2129.45;2132.55;2126.28;2132.19;0;0
MOEXEU;60;26/05/20;150000;2131.92;2134.36;2129.02;2133.09;0;0
MOEXEU;60;26/05/20;160000;2133.65;2137.9;2131.87;2136.72;0;0
MOEXEU;60;26/05/20;170000;2136.98;2137.24;2128.73;2129.76;0;0
MOEXEU;60;26/05/20;180000;2128.92;2131.83;2115.5;2127.58;0;0
MOEXEU;60;27/05/20;000000;2127.58;2127.58;2127.58;2127.58;0;0
MOEXEU;60;27/05/20;100000;2126.94;2146.51;2113.75;2125.51;0;0
MOEXEU;60;27/05/20;110000;2125.18;2144.73;2125.18;2144.61;0;0
MOEXEU;60;27/05/20;120000;2144.25;2144.25;2135.93;2137.6;0;0
MOEXEU;60;27/05/20;130000;2137.89;2138.87;2128.02;2133.62;0;0
MOEXEU;60;27/05/20;140000;2134.1;2134.1;2120.26;2120.61;0;0
MOEXEU;60;27/05/20;150000;2120.06;2122.4;2116.44;2116.44;0;0
MOEXEU;60;27/05/20;160000;2115.77;2123.4;2101.58;2101.58;0;0
MOEXEU;60;27/05/20;170000;2101.4;2112.98;2100.04;2103.16;0;0
MOEXEU;60;27/05/20;180000;2103.13;2117.53;2102.31;2117.53;0;0
MOEXEU;60;28/05/20;000000;2117.53;2117.53;2117.53;2117.53;0;0
MOEXEU;60;28/05/20;100000;2111.05;2114.69;2104.67;2114.26;0;0
MOEXEU;60;28/05/20;110000;2114.02;2120.95;2110.5;2111.56;0;0
MOEXEU;60;28/05/20;120000;2111.34;2115.19;2108.98;2110.34;0;0
MOEXEU;60;28/05/20;130000;2109.87;2111.09;2104.14;2108.93;0;0
MOEXEU;60;28/05/20;140000;2109.13;2111.93;2105.72;2111.38;0;0
